"User-ID";"ISBN";"Book-Rating"
"278418";"0874067952";"0"
"278418";"0883012707";"0"
"278418";"0893754005";"0"
"278418";"0893754153";"0"
"278418";"1551661489";"0"
"278418";"1569870217";"0"
"278418";"1577191617";"0"
"278418";"1577191633";"0"
"278418";"1577191641";"0"
"278418";"1577193318";"0"
"278535";"0061030597";"0"
"278535";"0553213180";"6"
"278545";"0061030597";"0"
"278633";"0446610399";"0"
"278633";"0671038184";"8"
"278663";"0061095052";"5"
"278694";"074341022X";"8"
"278698";"0440241073";"10"
"278771";"0553295276";"0"
"278774";"0451409957";"0"
"278843";"0440477093";"0"
"16";"0345417623";"0"
"32";"055321215X";"0"
"75";"0451625889";"0"
"228";"039575514X";"9"
"243";"0385497466";"0"
"243";"0446610399";"0"
"254";"014143967X";"0"
"254";"0312148267";"0"
"254";"0312865104";"0"
"254";"0373835582";"0"
"254";"0385327773";"0"
"272";"0872200760";"8"
"387";"1590071212";"9"
"388";"0440224675";"0"
"413";"0553210092";"8"
"433";"0385495145";"7"
"441";"0446610178";"7"
"505";"0553225987";"0"
"507";"0440403553";"0"
"595";"0446610399";"9"
"638";"0446525502";"9"
"657";"038529929X";"6"
"735";"0440224675";"0"
"735";"0451204050";"0"
"735";"1551660016";"10"
"741";"0393030342";"10"
"741";"0425155404";"0"
"758";"0375420827";"0"
"763";"0553211412";"8"
"777";"0874067391";"9"
"790";"1551662744";"0"
"834";"0451523369";"0"
"882";"0394743180";"10"
"882";"0446610399";"0"
"882";"0553211013";"0"
"882";"0590445561";"0"
"882";"0671644475";"0"
"1024";"0671038184";"5"
"1131";"0451187903";"7"
"1131";"0451523067";"8"
"1164";"0380012774";"10"
"1167";"0440224675";"8"
"1211";"0723206015";"0"
"1225";"0553283685";"0"
"1248";"0803281730";"10"
"1368";"0060514949";"7"
"1376";"0345417623";"8"
"1409";"0440208912";"8"
"1424";"0425158616";"0"
"1424";"0440236673";"0"
"1424";"0449206246";"0"
"1424";"0606006133";"8"
"1424";"1592247865";"8"
"1435";"034540288X";"0"
"1548";"034540288X";"5"
"1674";"0812505166";"10"
"1674";"1593080743";"0"
"1688";"051512902X";"5"
"1848";"034540288X";"0"
"1848";"0345417623";"8"
"1848";"0717802418";"10"
"1869";"081257060X";"0"
"1903";"0151104212";"10"
"1903";"0451525914";"0"
"1903";"0553211684";"0"
"2030";"0062513346";"10"
"2033";"0385294638";"0"
"2087";"0345417623";"0"
"2090";"0440162041";"10"
"2110";"0671517643";"0"
"2110";"0812505042";"10"
"2110";"097089726x";"10"
"2183";"0380789116";"0"
"2276";"0425155943";"0"
"2276";"0425158616";"0"
"2276";"0440236673";"10"
"2276";"0441159354";"0"
"2276";"0446794031";"7"
"2276";"0671448773";"0"
"2288";"0553210092";"5"
"2295";"156619301X";"0"
"2324";"0425177696";"8"
"2358";"0446603309";"0"
"2358";"0451627954";"0"
"2358";"0671034251";"8"
"2358";"0679720200";"0"
"2366";"0553210092";"8"
"2385";"0440216745";"7"
"2461";"0446363170";"9"
"2611";"0553208845";"7"
"2630";"0394541545";"8"
"2688";"3453159926";"0"
"2718";"0451518845";"10"
"2719";"0345441443";"5"
"2766";"0026890380";"9"
"2766";"0440236673";"0"
"2766";"0800786084";"7"
"2766";"0812505123";"0"
"2766";"0849942187";"0"
"2790";"0553214225";"0"
"2793";"0451204050";"0"
"2793";"0515137111";"0"
"2854";"0446610399";"5"
"2891";"0553208845";"0"
"2891";"1566190932";"6"
"2977";"0361074662";"10"
"2977";"0394529383";"0"
"2977";"0520011309";"10"
"2977";"0553212486";"8"
"2996";"0425118703";"7"
"3063";"0684802988";"7"
"3167";"034540288X";"7"
"3167";"0425104052";"9"
"3167";"0812505018";"8"
"3167";"089190672X";"0"
"3232";"0451139739";"0"
"3331";"0061030635";"0"
"3346";"0812504755";"0"
"3363";"034531221X";"0"
"3363";"0345417623";"0"
"3363";"0425105334";"0"
"3363";"0425155404";"0"
"3363";"0425158616";"0"
"3363";"0440224675";"0"
"3363";"0440236673";"0"
"3363";"059055204X";"0"
"3363";"0671000314";"0"
"3363";"0671527886";"0"
"3363";"067165845X";"0"
"3363";"0688068677";"0"
"3363";"0735100004";"0"
"3363";"0802726216";"0"
"3363";"0805002138";"0"
"3363";"0812570626";"0"
"3363";"0881012718";"0"
"3363";"0893753688";"0"
"3363";"1561384755";"0"
"3363";"1587172046";"0"
"3363";"185854176X";"0"
"3371";"0373484046";"0"
"3371";"0515122734";"9"
"3371";"0671644475";"0"
"3373";"0380804697";"7"
"3452";"0515103993";"0"
"3471";"0517618141";"0"
"3512";"037348481X";"0"
"3556";"0590312413";"0"
"3556";"0816707979";"0"
"3583";"0043510744";"6"
"3640";"0394561236";"5"
"3669";"0861782356";"10"
"3675";"1593080255";"10"
"3709";"0440236673";"7"
"3719";"051512608X";"7"
"3789";"0380017601";"10"
"3827";"0061091944";"0"
"3837";"081120958X";"8"
"3923";"0671798553";"4"
"3977";"0446525502";"0"
"4017";"0395977711";"9"
"4017";"0671038184";"10"
"4017";"1892738341";"0"
"4024";"0385497466";"0"
"4049";"0859533565";"0"
"4066";"0440236673";"7"
"4129";"0671722948";"0"
"4131";"0575048360";"0"
"4141";"0596001932";"0"
"4157";"0140006095";"0"
"4157";"0449217264";"0"
"4157";"0553210424";"0"
"4157";"0800793218";"10"
"4191";"0671868640";"9"
"4194";"0671624342";"6"
"4334";"0451139739";"8"
"4385";"0821756672";"0"
"4385";"1551660016";"10"
"4497";"0515093556";"1"
"4556";"0345417623";"0"
"4556";"0451202856";"7"
"4622";"0140433988";"0"
"4622";"0345355563";"0"
"4622";"034540288X";"4"
"4622";"0451520793";"0"
"4622";"055321148X";"0"
"4622";"0553800914";"0"
"4896";"0811202925";"0"
"4896";"0883681056";"0"
"5207";"0440241073";"8"
"5208";"2070366081";"0"
"5285";"0553211234";"6"
"5286";"0451202473";"9"
"5385";"0553380095";"0"
"5429";"0515137111";"0"
"5490";"0451626079";"6"
"5499";"0399149821";"10"
"5499";"0446530689";"10"
"5543";"0517618141";"9"
"5543";"0671517643";"10"
"5555";"0671722840";"0"
"5582";"0380790963";"10"
"5582";"0451191137";"10"
"5582";"0515093556";"7"
"5582";"0679720200";"10"
"5582";"0684839075";"10"
"5609";"0451525884";"0"
"5665";"0399136479";"8"
"5665";"0821769278";"0"
"5737";"0385503822";"8"
"5746";"0679742565";"6"
"5815";"0345417623";"0"
"5899";"1853260991";"0"
"5903";"0142002003";"0"
"5963";"0553212036";"0"
"5963";"0679444815";"5"
"5998";"1575668475";"6"
"6007";"0440224853";"5"
"6073";"0440466091";"8"
"6073";"0553213105";"8"
"6073";"0553380095";"8"
"6125";"0385503822";"8"
"6156";"0812549325";"0"
"6251";"0060931213";"0"
"6251";"014017737X";"9"
"6251";"0316693294";"0"
"6251";"034540288X";"0"
"6251";"0345417623";"0"
"6251";"0394743180";"0"
"6251";"0440224675";"6"
"6251";"0446610399";"0"
"6251";"0451523369";"0"
"6251";"0553210092";"7"
"6251";"0671038184";"0"
"6251";"0679444815";"0"
"6251";"081120068X";"0"
"6318";"044640344X";"0"
"6323";"0316693294";"0"
"6323";"0316693863";"0"
"6323";"0345394267";"0"
"6323";"0805208488";"0"
"6330";"0140431020";"6"
"6345";"0451511328";"0"
"6348";"0440241073";"8"
"6366";"B00005BBW4";"0"
"6466";"0425104052";"7"
"6537";"0345407083";"6"
"6543";"0060084022";"0"
"6543";"0060093595";"7"
"6543";"0688021174";"10"
"6563";"0316693863";"0"
"6563";"0399142401";"0"
"6563";"039915079X";"0"
"6564";"0006510019";"8"
"6566";"0380804697";"7"
"6573";"0671737791";"0"
"6575";"0140097112";"0"
"6575";"0440236673";"0"
"6575";"0449209105";"8"
"6575";"0449216411";"0"
"6575";"068480123X";"0"
"6575";"0880014857";"0"
"6575";"1404306781";"8"
"6604";"0553213806";"9"
"6611";"0947782753";"9"
"6642";"0590425919";"0"
"6662";"055357762X";"8"
"6697";"0689839618";"0"
"6700";"0553583980";"0"
"6700";"0764228072";"8"
"6731";"0451525892";"7"
"6768";"0385503822";"10"
"6772";"038529929X";"0"
"6772";"0440500729";"0"
"6796";"055321330X";"0"
"6801";"0440224853";"10"
"6824";"0812504798";"0"
"6824";"1565540387";"0"
"6847";"190085032X";"0"
"6894";"0760700435";"8"
"6900";"0679444815";"0"
"6917";"039915079X";"7"
"7105";"0099428644";"0"
"7105";"1853260363";"0"
"7125";"0385319347";"0"
"7128";"0590433466";"0"
"7149";"0451174291";"0"
"7158";"038529929X";"0"
"7158";"0440170796";"0"
"7158";"0440235774";"0"
"7158";"0446610399";"9"
"7158";"0525947353";"0"
"7158";"055327998X";"0"
"7158";"0553382527";"0"
"7158";"0671038184";"8"
"7158";"0743423569";"0"
"7158";"1551667339";"0"
"7158";"1892950618";"9"
"7190";"0425129616";"0"
"7194";"0446610399";"10"
"7210";"0553211714";"8"
"7286";"030701035X";"6"
"7286";"0312134517";"0"
"7286";"0393091821";"0"
"7286";"0893754005";"10"
"7312";"0451202856";"8"
"7317";"1842328506";"8"
"7346";"0061030597";"0"
"7346";"0310218039";"8"
"7346";"0345389484";"8"
"7346";"0345417623";"0"
"7346";"0425118703";"0"
"7346";"0440236673";"8"
"7346";"0440241073";"8"
"7346";"0440430909";"8"
"7346";"0440447682";"0"
"7346";"0440475333";"0"
"7346";"0446602809";"0"
"7346";"0451519167";"10"
"7346";"0451525302";"0"
"7346";"0486247791";"0"
"7346";"0553213180";"9"
"7346";"0590447742";"0"
"7346";"067172262X";"0"
"7346";"0671727680";"9"
"7346";"0812504488";"8"
"7346";"0879237848";"0"
"7348";"0440236673";"0"
"7352";"0553582127";"3"
"7384";"0553208845";"8"
"7392";"0399149821";"10"
"7418";"0671644475";"7"
"7426";"0553213938";"7"
"7528";"0671001787";"8"
"7562";"0452254345";"10"
"7569";"0440208912";"0"
"7569";"0449206246";"0"
"7569";"0553212737";"8"
"7569";"0609603825";"0"
"7610";"0451202473";"9"
"7623";"009938860X";"0"
"7680";"0671517643";"10"
"7730";"055321019X";"0"
"7769";"0553210092";"5"
"7835";"0786000872";"0"
"7858";"0812564669";"0"
"7860";"0451204050";"0"
"7860";"0671038184";"7"
"7884";"0061030635";"7"
"7887";"0440343194";"0"
"7887";"0451128370";"0"
"7915";"0395083567";"10"
"7915";"0451174291";"0"
"7915";"0553213172";"0"
"7915";"088029700X";"0"
"7915";"0893754005";"0"
"7916";"0821769278";"8"
"7958";"0140449124";"0"
"7958";"0393322440";"0"
"7958";"1570629706";"0"
"8019";"0141301236";"0"
"8019";"0670220264";"10"
"8053";"0385497466";"0"
"8054";"0385497466";"9"
"8066";"0440500303";"0"
"8154";"0440241073";"8"
"8167";"0553214225";"0"
"8188";"0440193613";"0"
"8189";"0440235774";"0"
"8240";"0440224675";"8"
"8245";"0440216745";"0"
"8245";"0671038184";"8"
"8245";"0811813401";"9"
"8245";"8174480536";"0"
"8250";"006440188X";"0"
"8253";"0394736656";"10"
"8253";"0451521897";"5"
"8253";"0451526562";"10"
"8253";"1558611584";"0"
"8284";"0380775794";"8"
"8284";"0821746170";"0"
"8306";"0812578902";"10"
"8309";"0440236673";"8"
"8313";"0553211374";"0"
"8314";"0804109192";"6"
"8362";"038529929X";"0"
"8362";"0385497466";"0"
"8362";"042518109X";"0"
"8362";"055321490X";"6"
"8370";"0451523326";"8"
"8454";"0060393823";"8"
"8461";"0449216411";"0"
"8469";"0812504593";"0"
"8487";"0385497466";"0"
"8487";"0425047075";"0"
"8487";"0440241073";"7"
"8487";"0440500729";"0"
"8487";"0446525502";"0"
"8487";"0671038184";"0"
"8529";"0140180206";"7"
"8529";"0762414197";"0"
"8529";"1843500728";"0"
"8529";"225303939X";"0"
"8584";"0451155580";"0"
"8642";"0312958129";"0"
"8652";"0451191137";"10"
"8672";"0553213180";"0"
"8680";"0451523873";"5"
"8680";"0812505166";"5"
"8681";"0394744209";"0"
"8681";"0425158616";"0"
"8681";"0440224675";"0"
"8681";"0451513355";"0"
"8681";"0679742565";"7"
"8681";"0765307596";"0"
"8681";"1594200092";"0"
"8682";"0345417623";"8"
"8695";"0425157474";"7"
"8734";"0397306938";"8"
"8734";"039915079X";"0"
"8734";"0446518425";"0"
"8734";"156138450X";"5"
"8782";"0345417623";"0"
"8782";"067179390X";"0"
"8801";"0440241073";"7"
"8801";"0679720200";"5"
"8839";"0340568879";"0"
"8839";"0753451131";"0"
"8839";"1853261246";"0"
"8840";"0671038184";"0"
"8870";"0393001644";"0"
"8870";"0679720200";"0"
"8872";"1575666731";"5"
"8890";"2266062344";"0"
"8936";"0425105334";"0"
"8936";"0425158616";"0"
"8936";"0440170796";"0"
"8936";"0440193613";"0"
"8936";"0446346802";"0"
"8936";"0451200152";"0"
"8971";"0517053616";"0"
"8971";"0898705525";"0"
"9027";"1577592735";"10"
"9029";"B0000A2U93";"7"
"9057";"0966505301";"10"
"9083";"0425105334";"2"
"9083";"0440224675";"4"
"9083";"0440236673";"4"
"9108";"0006485936";"0"
"9227";"0345417623";"7"
"9227";"0399124721";"0"
"9227";"0440236673";"9"
"9227";"067172262X";"0"
"9240";"0316877719";"4"
"9373";"0553290533";"0"
"9408";"0440236673";"0"
"9417";"0060393823";"0"
"9454";"0312958129";"0"
"9454";"0425081818";"0"
"9454";"0446610399";"6"
"9525";"0397306938";"0"
"9525";"0553213172";"0"
"9525";"0671722905";"0"
"9525";"0812505166";"0"
"9634";"0316693294";"0"
"9660";"0440193613";"5"
"9747";"0385334710";"0"
"9747";"042518109X";"0"
"9747";"0671038184";"0"
"9747";"0804109192";"5"
"9846";"0515137111";"10"
"9856";"0020412401";"0"
"9856";"0345274539";"3"
"9856";"0440241073";"0"
"9893";"0316693294";"0"
"9908";"0451523024";"9"
"9908";"0743460537";"0"
"9908";"0743470036";"0"
"9908";"0764226770";"0"
"9912";"0061000205";"0"
"9960";"1551667339";"8"
"10001";"0312971494";"0"
"10005";"0440224675";"0"
"10030";"034531221X";"0"
"10030";"0394551540";"0"
"10030";"0449217264";"0"
"10030";"0449221873";"0"
"10030";"0553210211";"8"
"10030";"0679720200";"0"
"10067";"0899681069";"8"
"10101";"0679720200";"0"
"10118";"038078405X";"0"
"10207";"0440241073";"0"
"10215";"0345417623";"6"
"10314";"0446608319";"0"
"10334";"0399149848";"0"
"10339";"0385497466";"0"
"10354";"059042243X";"0"
"10447";"0207177902";"0"
"10447";"0385319444";"9"
"10447";"0679415610";"0"
"10447";"0679736891";"0"
"10447";"0743423569";"0"
"10470";"0345417623";"7"
"10571";"0553212737";"0"
"10607";"0440241073";"0"
"10618";"0505524902";"10"
"10630";"0881339512";"8"
"10668";"0425118703";"7"
"10716";"0892967307";"0"
"10819";"0425129616";"0"
"10819";"0446400173";"0"
"10819";"0451201205";"10"
"10819";"0451521595";"8"
"10819";"0451524608";"0"
"10819";"0671868640";"0"
"10819";"0743464273";"0"
"10924";"0425155943";"5"
"10951";"0446525502";"0"
"10962";"2070366081";"9"
"11036";"0440241073";"0"
"11120";"059033980X";"0"
"11160";"0679776591";"0"
"11198";"3453177746";"0"
"11205";"0671000314";"8"
"11224";"0395083567";"0"
"11224";"0553210092";"6"
"11224";"0553380095";"4"
"11224";"0679444815";"5"
"11245";"0440236673";"7"
"11245";"0440241073";"0"
"11245";"0515107476";"0"
"11260";"0451200152";"4"
"11393";"0609603825";"9"
"11401";"0671038184";"8"
"11403";"0590203509";"8"
"11435";"0553246895";"9"
"11464";"0590412485";"9"
"11522";"0821776037";"0"
"11532";"0385316917";"8"
"11532";"0440205573";"0"
"11601";"0061003425";"0"
"11601";"0061030597";"0"
"11601";"0064401871";"0"
"11601";"014017737X";"0"
"11601";"0140434895";"0"
"11601";"0195030680";"0"
"11601";"0375420827";"0"
"11601";"0380818655";"0"
"11601";"0385311044";"0"
"11601";"0394541545";"0"
"11601";"0394564324";"0"
"11601";"0395083567";"0"
"11601";"0395984165";"0"
"11601";"0399141464";"0"
"11601";"0425064506";"0"
"11601";"0440216818";"0"
"11601";"0440224675";"0"
"11601";"0440415942";"0"
"11601";"0446346802";"0"
"11601";"0446610178";"0"
"11601";"0446610399";"0"
"11601";"0449208184";"10"
"11601";"0449210928";"0"
"11601";"0449216411";"0"
"11601";"0449217264";"0"
"11601";"0449221873";"0"
"11601";"0451133129";"0"
"11601";"0486220370";"0"
"11601";"0486270629";"0"
"11601";"0553210092";"0"
"11601";"0553211684";"0"
"11601";"0553212737";"0"
"11601";"0553213806";"10"
"11601";"0671005022";"0"
"11601";"067172262X";"0"
"11601";"0671809385";"0"
"11601";"068480123X";"0"
"11601";"1561560936";"0"
"11629";"0671873164";"0"
"11657";"0140434895";"5"
"11668";"0440224675";"0"
"11676";"0060198346";"0"
"11676";"0060393823";"0"
"11676";"0060514949";"0"
"11676";"0060805072";"0"
"11676";"0060933216";"8"
"11676";"0061000205";"0"
"11676";"0061014672";"0"
"11676";"0061030597";"0"
"11676";"0061030635";"0"
"11676";"0061099341";"10"
"11676";"006440188X";"10"
"11676";"0064473619";"10"
"11676";"0140011323";"0"
"11676";"0140012737";"0"
"11676";"0140014853";"3"
"11676";"0140042172";"0"
"11676";"0140042210";"7"
"11676";"0140052801";"9"
"11676";"0140097112";"8"
"11676";"0140157409";"8"
"11676";"0140239316";"0"
"11676";"0140268863";"10"
"11676";"0140432566";"0"
"11676";"0246130393";"0"
"11676";"0312863586";"10"
"11676";"0312906013";"10"
"11676";"0312958129";"0"
"11676";"0312976860";"1"
"11676";"0316693294";"10"
"11676";"0316693863";"7"
"11676";"034531221X";"0"
"11676";"0345350529";"6"
"11676";"0345394267";"0"
"11676";"034540288X";"10"
"11676";"0345417623";"10"
"11676";"0345444884";"9"
"11676";"0352317167";"0"
"11676";"0373834969";"6"
"11676";"0375507779";"10"
"11676";"038000383X";"0"
"11676";"0380804697";"8"
"11676";"0380806479";"5"
"11676";"038529929X";"0"
"11676";"0385316917";"8"
"11676";"038531695X";"8"
"11676";"0385319347";"8"
"11676";"0385319444";"0"
"11676";"038547024X";"0"
"11676";"0385497466";"0"
"11676";"0385503822";"8"
"11676";"0394551540";"8"
"11676";"0394564324";"0"
"11676";"0394704843";"0"
"11676";"0394712587";"0"
"11676";"0394736656";"0"
"11676";"0395083567";"0"
"11676";"0399141065";"0"
"11676";"0399141340";"0"
"11676";"0399149821";"10"
"11676";"039915079X";"0"
"11676";"0425118703";"8"
"11676";"0425155404";"8"
"11676";"0425155943";"0"
"11676";"0425157474";"6"
"11676";"0425158616";"10"
"11676";"042518109X";"0"
"11676";"0440193613";"8"
"11676";"0440205573";"6"
"11676";"0440216745";"4"
"11676";"0440216818";"8"
"11676";"0440224675";"8"
"11676";"0440234719";"8"
"11676";"0440236673";"8"
"11676";"0440241073";"8"
"11676";"044031335X";"3"
"11676";"044040357X";"0"
"11676";"0440700140";"0"
"11676";"0440977096";"10"
"11676";"0441008216";"0"
"11676";"0446517380";"6"
"11676";"0446518050";"6"
"11676";"0446525502";"8"
"11676";"0446603309";"8"
"11676";"0446608319";"7"
"11676";"0446610399";"10"
"11676";"0446612294";"0"
"11676";"0449006840";"0"
"11676";"0449221873";"6"
"11676";"0449226352";"0"
"11676";"0449910504";"8"
"11676";"0451150694";"0"
"11676";"0451160444";"0"
"11676";"0451187903";"0"
"11676";"0451191137";"7"
"11676";"0451192249";"8"
"11676";"0451200152";"7"
"11676";"0451202473";"9"
"11676";"0451202856";"8"
"11676";"0451403436";"9"
"11676";"0451409957";"0"
"11676";"0451519590";"0"
"11676";"0451523024";"0"
"11676";"0451523326";"9"
"11676";"0451523369";"7"
"11676";"0451523725";"4"
"11676";"0451524292";"7"
"11676";"0451524608";"8"
"11676";"0486270629";"7"
"11676";"0515119644";"0"
"11676";"0515122734";"10"
"11676";"051512608X";"7"
"11676";"0515134376";"0"
"11676";"0516465961";"9"
"11676";"0553141732";"0"
"11676";"0553210092";"8"
"11676";"0553210181";"0"
"11676";"0553212583";"0"
"11676";"0553213105";"8"
"11676";"0553213172";"0"
"11676";"0553213180";"0"
"11676";"0553213741";"0"
"11676";"0553214047";"8"
"11676";"0553262610";"7"
"11676";"0553380095";"7"
"11676";"0553381350";"8"
"11676";"0553561669";"9"
"11676";"0553568612";"0"
"11676";"0553569082";"8"
"11676";"0553582127";"7"
"11676";"0586204660";"8"
"11676";"0590120700";"10"
"11676";"0590412795";"0"
"11676";"0590423541";"10"
"11676";"0590445014";"10"
"11676";"0590470884";"7"
"11676";"0670809179";"5"
"11676";"0671038184";"4"
"11676";"0671517643";"0"
"11676";"0671553011";"0"
"11676";"067155302X";"10"
"11676";"0671644475";"9"
"11676";"0671664298";"5"
"11676";"0671722565";"10"
"11676";"067172262X";"9"
"11676";"0671722832";"10"
"11676";"0671722840";"10"
"11676";"0671831208";"10"
"11676";"067945439X";"8"
"11676";"0679720200";"3"
"11676";"0679776591";"10"
"11676";"068418575X";"0"
"11676";"0688011152";"8"
"11676";"068971310X";"0"
"11676";"0689835337";"7"
"11676";"0716751623";"0"
"11676";"0740733656";"7"
"11676";"0743467302";"6"
"11676";"0747557462";"9"
"11676";"076070015X";"0"
"11676";"0764228072";"0"
"11676";"076530953X";"0"
"11676";"0786702826";"7"
"11676";"0805042474";"6"
"11676";"0812504798";"8"
"11676";"0812505166";"0"
"11676";"0812523687";"0"
"11676";"0821769278";"0"
"11676";"0821776037";"10"
"11676";"0851402607";"0"
"11676";"0859533662";"8"
"11676";"0862416256";"0"
"11676";"0863275923";"9"
"11676";"0867601817";"0"
"11676";"0872203166";"0"
"11676";"0879236493";"9"
"11676";"0879972750";"0"
"11676";"0883658127";"7"
"11676";"0893754153";"0"
"11676";"1551660016";"0"
"11676";"1551660717";"8"
"11676";"1551664968";"8"
"11676";"1551666510";"0"
"11676";"155166674X";"9"
"11676";"1551667967";"6"
"11676";"1557488150";"7"
"11676";"1565120140";"9"
"11676";"1566193087";"10"
"11676";"1566194431";"0"
"11676";"1566195500";"9"
"11676";"1572460733";"10"
"11676";"158827523X";"0"
"11676";"1843500728";"0"
"11676";"1853260789";"9"
"11676";"1853260843";"6"
"11676";"1853260991";"9"
"11676";"1887178740";"4"
"11676";"189530542X";"0"
"11676";"2253039292";"0"
"11676";"2253170828";"5"
"11676";"2264023805";"4"
"11676";"3426620553";"0"
"11676";"8401426715";"10"
"11676";"8420636894";"0"
"11676";"8437606322";"8"
"11676";"843761449X";"8"
"11709";"0553210092";"0"
"11709";"0553583980";"0"
"11718";"039575514X";"9"
"11724";"0312864876";"0"
"11724";"0515122734";"0"
"11788";"034540288X";"9"
"11797";"0226500446";"0"
"11832";"0768322413";"10"
"11916";"0439228913";"2"
"11924";"0425155404";"0"
"11944";"9875021245";"0"
"11993";"0671517643";"0"
"11993";"0821773712";"0"
"11993";"0891095365";"0"
"11993";"0893756113";"10"
"11993";"0899681069";"0"
"12100";"0553214543";"8"
"12100";"1557832307";"9"
"12138";"0375414576";"9"
"12194";"0140052801";"10"
"12194";"1551660717";"0"
"12209";"0689835337";"9"
"12331";"185326234X";"0"
"12512";"0451523652";"0"
"12538";"0061000205";"0"
"12538";"0061030635";"0"
"12538";"0140006095";"0"
"12538";"0140364749";"0"
"12538";"0285620878";"0"
"12538";"0345346505";"0"
"12538";"0345347897";"0"
"12538";"0345359313";"0"
"12538";"0373835582";"0"
"12538";"038045534X";"0"
"12538";"0385288581";"0"
"12538";"0425081818";"0"
"12538";"0425118703";"9"
"12538";"0440161061";"0"
"12538";"0440220289";"0"
"12538";"0440425050";"0"
"12538";"0449210928";"0"
"12538";"0451128370";"0"
"12538";"0451165896";"0"
"12538";"0451177010";"0"
"12538";"0451400372";"0"
"12538";"0451523873";"0"
"12538";"0452252733";"0"
"12538";"0486252086";"0"
"12538";"0515107476";"0"
"12538";"0553213180";"0"
"12538";"0553225774";"0"
"12538";"0553582127";"0"
"12538";"0671451820";"0"
"12538";"0671741039";"0"
"12538";"073880701X";"0"
"12538";"0743488318";"0"
"12538";"0812505166";"0"
"12538";"0812549872";"0"
"12538";"1551668130";"0"
"12538";"1853260991";"0"
"12565";"0345417623";"7"
"12569";"1840225106";"0"
"12583";"0440241073";"0"
"12614";"0385495145";"0"
"12619";"0440241073";"8"
"12692";"034540288X";"0"
"12698";"0425105334";"9"
"12780";"0006498035";"0"
